make,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
audi, Q3,2019,35888,Semi-Auto,1856,Diesel,145,45.6,2.0
audi, A4,2017,17998,Manual,21177,Petrol,145,51.4,1.4
audi, A3,2017,20995,Semi-Auto,9975,Petrol,145,47.9,2.0
audi, Q3,2017,18498,Semi-Auto,17013,Petrol,145,47.9,1.4
audi, A4,2017,19298,Manual,14290,Petrol,145,51.4,1.4
audi, A4,2018,18998,Manual,20298,Petrol,145,51.4,1.4
audi, Q2,2019,17295,Manual,16047,Petrol,145,47.1,1.0
audi, A5,2014,12495,Manual,44980,Diesel,145,55.4,2.0
audi, A5,2015,12995,Manual,41667,Petrol,145,48.7,1.8
audi, A4,2017,16998,Manual,34870,Petrol,145,51.4,1.4
audi, A4,2018,21498,Semi-Auto,16473,Petrol,145,49.6,1.4
audi, A3,2019,21450,Automatic,3690,Petrol,145,44.8,1.5
audi, A3,2019,19888,Manual,6161,Diesel,145,56.5,2.0
audi, Q5,2019,35698,Semi-Auto,15,Petrol,145,32.1,2.0
audi, A3,2017,19998,Semi-Auto,20239,Diesel,145,56.5,2.0
audi, Q5,2019,31698,Semi-Auto,74,Petrol,145,33.2,2.0
audi, A4,2017,21998,Semi-Auto,10533,Petrol,145,49.6,1.4
audi, A4,2017,20798,Semi-Auto,13611,Petrol,145,50.4,1.4
audi, Q3,2017,19000,Manual,18698,Petrol,145,49.6,1.4
audi, A1,2019,21444,Semi-Auto,6295,Petrol,145,40.9,2.0
audi, A4,2018,17998,Manual,25922,Petrol,145,50.4,1.4
audi, Q3,2015,16998,Manual,23960,Diesel,145,52.3,2.0
audi, A4,2018,21798,Semi-Auto,11040,Petrol,145,49.6,1.4
audi, Q3,2017,19495,Manual,18972,Diesel,145,56.5,2.0
audi, A5,2017,20450,Manual,12978,Petrol,145,49.6,2.0
audi, A6,2018,27500,Semi-Auto,7825,Diesel,145,50.4,2.0
audi, A3,2019,23535,Semi-Auto,12863,Petrol,145,41.5,1.5
audi, A3,2019,21374,Automatic,14520,Petrol,145,41.5,1.5
audi, A3,2019,23413,Semi-Auto,12971,Petrol,145,41.5,1.5
audi, A1,2019,21714,Semi-Auto,2942,Petrol,145,47.1,1.0
audi, A3,2019,21450,Manual,7315,Diesel,145,55.4,2.0
audi, A1,2019,25888,Semi-Auto,14,Petrol,145,40.4,2.0
audi, A1,2020,19444,Manual,4000,Petrol,145,49.6,1.0
audi, Q2,2020,25990,Manual,1500,Petrol,145,43.5,1.5
audi, A4,2020,25990,Semi-Auto,1500,Petrol,145,42.8,2.0
audi, A6,2019,30888,Automatic,9350,Diesel,145,47.9,2.0
audi, TT,2019,26500,Manual,3890,Petrol,145,39.8,2.0
audi, A4,2017,16995,Automatic,21641,Petrol,145,51.4,1.4
audi, TT,2013,13455,Manual,39511,Diesel,145,53.3,2.0
audi, Q3,2016,13995,Semi-Auto,58406,Petrol,145,47.9,1.4
audi, Q3,2016,17400,Manual,21331,Diesel,145,52.3,2.0
audi, A1,2019,19888,Manual,3334,Petrol,145,47.9,1.0
audi, Q2,2019,24250,Semi-Auto,2091,Diesel,145,47.9,1.6
audi, Q2,2019,25250,Manual,2683,Petrol,145,43.5,1.5
audi, Q2,2019,28888,Semi-Auto,2311,Petrol,145,42.2,1.5
audi, Q2,2019,28690,Semi-Auto,1910,Petrol,145,42.2,1.5
audi, A3,2019,19490,Manual,2492,Petrol,145,49.6,1.0
audi, Q3,2017,17695,Semi-Auto,46862,Diesel,145,55.4,2.0
audi, Q3,2017,19445,Semi-Auto,25234,Diesel,145,55.4,2.0
audi, Q2,2018,19895,Automatic,13144,Petrol,145,54.3,1.4
audi, Q3,2017,17995,Manual,18998,Petrol,145,51.4,1.4
audi, A3,2020,23995,Manual,1560,Diesel,145,55.4,2.0
audi, Q2,2019,19250,Manual,804,Petrol,145,47.1,1.0
audi, Q5,2019,36444,Semi-Auto,5429,Diesel,145,38.2,2.0
audi, A3,2018,18995,Manual,5864,Petrol,145,47.1,1.0
audi, A6,2020,37999,Automatic,2234,Petrol,145,34.0,2.0
audi, A6,2019,29250,Automatic,10055,Diesel,145,47.9,2.0
audi, TT,2018,25495,Semi-Auto,10018,Petrol,145,42.8,2.0
audi, A1,2020,22990,Semi-Auto,1192,Petrol,145,44.8,1.5
audi, Q2,2019,24448,Manual,3371,Petrol,145,43.5,1.5
audi, A1,2019,20344,Manual,2853,Petrol,145,47.9,1.0
audi, A1,2019,19888,Manual,3927,Petrol,145,47.9,1.0
audi, Q2,2019,22890,Manual,3479,Petrol,145,44.8,1.5
audi, A4,2018,22650,Semi-Auto,16249,Petrol,145,50.4,2.0
audi, Q2,2017,21250,Semi-Auto,14935,Petrol,145,52.3,1.4
audi, A3,2019,22000,Automatic,9057,Diesel,145,53.3,1.6
audi, A4,2019,30500,Automatic,4250,Diesel,145,44.8,2.0
audi, Q3,2019,28888,Manual,2774,Petrol,145,41.5,1.5
audi, A4,2019,32000,Semi-Auto,3076,Diesel,145,44.1,2.0
audi, A3,2018,28995,Semi-Auto,9087,Petrol,145,43.5,2.0
audi, A4,2017,15750,Manual,22077,Petrol,145,52.3,1.4
audi, Q2,2017,19450,Manual,17000,Petrol,145,50.4,1.4
audi, Q3,2018,22495,Semi-Auto,25374,Petrol,145,48.7,1.4
audi, A3,2018,18995,Manual,12350,Petrol,145,54.3,1.5
audi, Q2,2019,18595,Manual,4686,Petrol,145,47.1,1.0
audi, A4,2019,26990,Semi-Auto,8900,Diesel,145,50.4,2.0
audi, Q2,2019,20998,Manual,1596,Diesel,145,49.6,1.6
audi, A4,2020,31498,Manual,183,Petrol,145,39.2,2.0
audi, Q3,2017,16990,Manual,21984,Petrol,145,51.4,1.4
audi, Q3,2017,21583,Semi-Auto,46066,Petrol,145,40.4,2.0
audi, A3,2019,21490,Semi-Auto,6874,Petrol,145,42.2,1.5
audi, A3,2019,22997,Semi-Auto,5000,Diesel,145,52.3,1.6
audi, A3,2019,17691,Manual,12666,Diesel,145,51.4,1.6
audi, A4,2019,20933,Semi-Auto,10809,Diesel,145,51.4,2.0
audi, A5,2019,25990,Semi-Auto,2459,Petrol,145,39.8,2.0
audi, A5,2019,29290,Semi-Auto,1822,Petrol,145,39.8,2.0
audi, A5,2019,27491,Automatic,5000,Petrol,145,39.8,2.0
audi, Q3,2019,26978,Semi-Auto,10778,Diesel,145,47.1,2.0
audi, A5,2019,26990,Semi-Auto,11479,Petrol,145,39.8,2.0
audi, Q5,2019,30490,Semi-Auto,6500,Diesel,145,38.2,2.0
audi, A4,2019,34950,Manual,5800,Petrol,145,39.2,2.0
audi, Q3,2018,19000,Manual,11450,Petrol,145,51.4,1.4
audi, A4,2020,34990,Semi-Auto,50,Diesel,145,50.4,2.0
audi, Q2,2019,21644,Manual,8000,Diesel,145,49.6,1.6
audi, Q2,2020,26990,Semi-Auto,5000,Petrol,145,42.2,1.5
audi, A5,2019,27858,Semi-Auto,5000,Petrol,145,39.8,2.0
audi, A5,2019,27990,Semi-Auto,50,Petrol,145,39.8,2.0
audi, Q3,2019,27990,Semi-Auto,6000,Diesel,145,48.7,2.0
audi, A4,2019,20991,Semi-Auto,10577,Diesel,145,51.4,2.0
audi, Q2,2019,20790,Manual,8345,Diesel,145,47.9,1.6
audi, Q2,2017,21390,Semi-Auto,20122,Diesel,145,57.7,2.0
audi, Q5,2019,34583,Semi-Auto,6051,Diesel,145,38.2,2.0
audi, A6,2016,16710,Semi-Auto,69030,Diesel,145,56.5,2.0
audi, Q3,2017,19998,Manual,15449,Petrol,145,49.6,1.4
audi, A3,2018,18998,Manual,9118,Petrol,145,58.9,1.4
audi, Q5,2019,30998,Semi-Auto,19,Petrol,145,33.2,2.0
audi, Q5,2019,34998,Semi-Auto,21,Petrol,145,32.1,2.0
audi, A3,2018,20977,Manual,10045,Petrol,145,42.2,1.5
audi, Q2,2017,21985,Semi-Auto,11126,Diesel,145,57.7,2.0
audi, Q3,2017,25498,Semi-Auto,16078,Petrol,145,40.4,2.0
audi, A4,2018,19998,Manual,13268,Petrol,145,51.4,1.4
audi, Q5,2019,31998,Semi-Auto,21,Petrol,145,33.2,2.0
audi, A4,2017,15700,Manual,17789,Petrol,145,52.3,1.4
audi, A4,2015,14998,Manual,54654,Diesel,145,55.4,2.0
audi, Q5,2019,34998,Semi-Auto,85,Petrol,145,32.1,2.0
audi, A3,2017,19498,Semi-Auto,14413,Petrol,145,56.5,1.5
audi, A4,2018,17498,Manual,17288,Petrol,145,52.3,1.4
audi, Q3,2017,23798,Semi-Auto,20969,Petrol,145,40.4,2.0
audi, TT,2015,14640,Manual,39255,Petrol,145,47.9,2.0
audi, Q3,2016,16790,Manual,39697,Petrol,145,49.6,1.4
audi, A4,2018,19998,Manual,17204,Petrol,145,51.4,1.4
audi, TT,2015,15998,Manual,23065,Petrol,145,47.9,2.0
audi, A4,2018,18298,Manual,23319,Petrol,145,51.4,1.4
audi, A4,2018,18298,Manual,15529,Petrol,145,50.4,1.4
audi, A4,2018,17798,Semi-Auto,10730,Petrol,145,51.4,1.4
audi, TT,2013,9250,Manual,67691,Diesel,145,53.3,2.0
audi, A4,2013,10210,Manual,36219,Petrol,145,49.6,1.8
audi, Q3,2016,19291,Manual,19122,Diesel,145,52.3,2.0
audi, Q3,2016,18620,Semi-Auto,30647,Diesel,145,51.4,2.0
audi, TT,2017,17490,Manual,14000,Petrol,145,47.1,1.8
audi, Q3,2017,16250,Semi-Auto,38500,Petrol,145,47.9,1.4
audi, Q3,2016,16995,Manual,34396,Diesel,145,52.3,2.0
audi, Q3,2016,19000,Semi-Auto,15110,Petrol,145,47.9,1.4
audi, Q3,2016,18350,Semi-Auto,30647,Diesel,145,51.4,2.0
audi, Q3,2015,17000,Semi-Auto,43740,Petrol,145,47.9,1.4
audi, Q3,2016,18000,Manual,24602,Diesel,145,52.3,2.0
audi, TT,2015,16250,Manual,40402,Petrol,145,47.1,1.8
audi, Q2,2018,19298,Manual,11349,Diesel,145,47.9,1.6
audi, A5,2016,17650,Manual,31292,Diesel,145,53.3,2.0
audi, Q2,2017,19295,Manual,20647,Petrol,145,50.4,1.4
audi, Q2,2019,21030,Automatic,1342,Diesel,145,47.9,1.6
audi, TT,2016,15498,Manual,38908,Petrol,145,47.1,1.8
audi, Q5,2019,34498,Semi-Auto,21,Petrol,145,32.1,2.0
audi, A3,2020,21995,Manual,5000,Diesel,145,56.5,2.0
audi, A5,2015,16680,Automatic,39251,Diesel,145,56.5,2.0
audi, Q3,2020,32995,Semi-Auto,3000,Diesel,145,47.1,2.0
audi, A5,2020,32995,Semi-Auto,2000,Diesel,145,48.7,2.0
audi, A1,2017,14995,Semi-Auto,11500,Petrol,145,57.6,1.4
audi, A1,2017,12495,Manual,26500,Petrol,145,55.4,1.4
audi, Q2,2019,21995,Semi-Auto,10544,Petrol,145,42.8,1.5
audi, Q2,2019,21995,Semi-Auto,4000,Petrol,145,42.8,1.5
audi, Q2,2019,19995,Manual,5000,Diesel,145,49.6,1.6
audi, Q5,2020,36995,Semi-Auto,2000,Petrol,145,32.1,2.0
audi, A4,2020,26995,Manual,4000,Petrol,145,42.2,2.0
audi, A4,2020,32995,Semi-Auto,2000,Diesel,145,49.6,2.0
audi, A5,2020,32495,Semi-Auto,2000,Petrol,145,39.2,2.0
audi, A4,2020,26995,Manual,2000,Petrol,145,41.5,2.0
audi, A4,2020,29995,Manual,4000,Petrol,145,38.2,2.0
audi, A4,2020,32995,Semi-Auto,2000,Petrol,145,38.2,2.0
audi, A4,2020,31995,Semi-Auto,1000,Petrol,145,40.9,2.0
audi, Q2,2019,21495,Manual,5000,Diesel,145,49.6,1.6
audi, Q2,2019,19495,Manual,5000,Diesel,145,49.6,1.6
audi, Q3,2019,27495,Manual,6000,Diesel,145,42.8,2.0
audi, A4,2019,26995,Semi-Auto,5100,Petrol,145,38.2,2.0
audi, Q3,2017,24395,Semi-Auto,13200,Petrol,145,40.4,2.0
audi, Q2,2019,21395,Manual,5800,Diesel,145,47.9,1.6
audi, Q3,2019,25995,Semi-Auto,8300,Diesel,145,48.7,2.0
audi, Q2,2019,19495,Manual,4000,Petrol,145,47.1,1.0
audi, A1,2018,14995,Manual,34000,Petrol,145,55.4,1.4
audi, A4,2019,28795,Semi-Auto,5000,Diesel,145,54.3,2.0
audi, A4,2019,28795,Semi-Auto,5000,Petrol,145,42.2,2.0
audi, A4,2019,26695,Semi-Auto,5000,Diesel,145,51.4,2.0
audi, A1,2017,15995,Manual,12000,Petrol,145,58.9,1.4
audi, A5,2019,25995,Semi-Auto,7200,Petrol,145,40.4,2.0
audi, Q2,2019,25495,Manual,6500,Petrol,145,39.2,1.5
audi, A3,2018,18195,Manual,19517,Petrol,145,54.3,1.5
audi, A5,2019,26295,Semi-Auto,6500,Petrol,145,40.4,2.0
audi, TT,2016,16995,Manual,11000,Petrol,145,47.1,1.8
audi, Q5,2017,23995,Semi-Auto,34000,Diesel,145,56.5,2.0
audi, A5,2019,37995,Semi-Auto,5000,Petrol,145,36.2,2.0
audi, Q3,2019,24995,Manual,5000,Petrol,145,40.9,1.5
audi, A6,2019,26995,Semi-Auto,6000,Diesel,145,47.9,2.0
audi, Q2,2019,26995,Manual,5000,Petrol,145,39.2,1.5
audi, Q2,2019,21995,Manual,5000,Diesel,145,47.9,1.6
audi, A4,2019,27495,Semi-Auto,7000,Diesel,145,49.6,2.0
audi, A4,2019,24995,Manual,8000,Petrol,145,38.2,2.0
audi, A4,2019,26295,Automatic,7000,Diesel,145,48.7,2.0
audi, Q2,2020,26995,Manual,2000,Petrol,145,43.5,1.5
audi, Q3,2020,34995,Semi-Auto,5000,Diesel,145,47.1,2.0
audi, TT,2017,23500,Semi-Auto,55370,Petrol,145,40.9,2.0
audi, A3,2019,24995,Semi-Auto,5000,Diesel,145,50.4,2.0
audi, Q2,2018,19995,Manual,10900,Petrol,145,52.3,1.4
audi, A5,2019,26995,Manual,6000,Petrol,145,47.1,2.0
audi, A5,2019,24995,Manual,8000,Petrol,145,39.8,2.0
audi, Q3,2017,15860,Semi-Auto,44080,Petrol,145,47.9,1.4
audi, A5,2016,18299,Automatic,26498,Diesel,145,56.5,2.0
audi, Q2,2017,19599,Semi-Auto,32677,Petrol,145,52.3,1.4
audi, Q3,2017,18291,Manual,28615,Diesel,145,56.5,2.0
audi, Q3,2019,28500,Manual,5500,Diesel,145,42.8,2.0
audi, A5,2019,27994,Automatic,6000,Diesel,145,48.7,2.0
audi, A6,2019,30500,Automatic,7000,Diesel,145,50.4,2.0
audi, A6,2019,30500,Automatic,100,Diesel,145,50.4,2.0
audi, Q2,2019,23500,Automatic,4296,Diesel,145,47.9,2.0
audi, A3,2018,26750,Semi-Auto,19602,Petrol,145,43.5,2.0
audi, A3,2019,22480,Manual,6925,Diesel,145,51.4,1.6
audi, Q2,2018,21990,Semi-Auto,20241,Petrol,145,52.3,1.4
audi, A4,2019,28500,Automatic,5000,Petrol,145,38.2,2.0
audi, A3,2019,18995,Manual,5000,Diesel,145,51.4,1.6
audi, A3,2019,19300,Manual,5000,Diesel,145,51.4,1.6
audi, Q3,2019,28000,Manual,5000,Diesel,145,42.8,2.0
audi, A4,2019,27500,Manual,2050,Petrol,145,38.2,2.0
audi, A4,2019,24495,Manual,5000,Petrol,145,39.2,2.0
audi, Q2,2019,23250,Automatic,1000,Diesel,145,47.9,1.6
audi, Q3,2019,27280,Manual,3000,Diesel,145,42.8,2.0
audi, Q3,2018,24000,Semi-Auto,12000,Petrol,145,48.7,1.4
audi, Q3,2019,29980,Semi-Auto,11754,Petrol,145,31.7,2.0
audi, Q3,2018,22000,Semi-Auto,13492,Petrol,145,47.9,1.4
audi, Q2,2017,18700,Semi-Auto,36000,Petrol,145,52.3,1.4
audi, A3,2019,20895,Manual,6922,Diesel,145,51.4,1.6
audi, Q3,2016,18990,Semi-Auto,9106,Diesel,145,51.4,2.0
audi, Q2,2020,25950,Manual,2330,Petrol,145,43.5,1.5
audi, Q2,2018,17290,Manual,10855,Petrol,145,55.4,1.0
audi, A5,2019,28880,Semi-Auto,100,Petrol,145,39.8,2.0
audi, Q2,2019,18940,Manual,4200,Petrol,145,47.1,1.0
audi, A3,2018,17670,Manual,19517,Petrol,145,54.3,1.5
audi, A5,2019,26000,Semi-Auto,4500,Petrol,145,40.4,2.0
audi, Q2,2019,25400,Manual,4800,Petrol,145,39.2,1.5
audi, Q2,2019,21500,Manual,4050,Diesel,145,49.6,1.6
audi, A1,2019,22000,Semi-Auto,5000,Petrol,145,40.9,2.0
audi, A4,2019,24680,Automatic,2877,Diesel,145,50.4,2.0
audi, A4,2019,22480,Manual,2525,Petrol,145,39.2,2.0
audi, A4,2020,36400,Semi-Auto,3222,Diesel,145,44.1,2.0
audi, A1,2020,22490,Manual,1000,Petrol,145,47.9,1.0
audi, Q2,2019,30990,Semi-Auto,3000,Petrol,145,33.2,2.0
audi, Q2,2019,20990,Manual,3500,Petrol,145,47.1,1.0
audi, A5,2019,29980,Semi-Auto,3000,Diesel,145,47.1,2.0
audi, A5,2019,35995,Automatic,100,Diesel,145,47.1,2.0
audi, Q3,2019,31450,Manual,5000,Diesel,145,42.8,2.0
audi, Q3,2019,30950,Manual,100,Diesel,145,42.8,2.0
audi, A4,2019,25000,Semi-Auto,5000,Petrol,145,38.7,2.0
audi, Q2,2017,18327,Semi-Auto,31000,Petrol,145,54.3,1.4
audi, A4,2017,14992,Manual,16602,Petrol,145,50.4,2.0
audi, A6,2013,11966,Semi-Auto,46340,Diesel,145,56.5,2.0
audi, A5,2016,16987,Automatic,55639,Diesel,145,56.5,2.0
audi, A3,2018,19340,Automatic,16330,Petrol,145,42.2,1.5
audi, A4,2017,20895,Automatic,17774,Petrol,145,52.3,2.0
audi, A3,2018,20500,Automatic,10010,Petrol,145,56.5,1.5
audi, Q3,2015,17321,Manual,25296,Diesel,145,55.4,2.0
audi, A3,2020,29000,Semi-Auto,352,Diesel,145,50.4,2.0
audi, A3,2019,22795,Automatic,1235,Diesel,145,52.3,1.6
audi, Q2,2018,19990,Manual,4525,Diesel,145,47.9,1.6
audi, A5,2016,18480,Semi-Auto,40586,Diesel,145,56.5,2.0
audi, Q2,2019,19995,Manual,4500,Petrol,145,47.1,1.0
audi, A3,2019,31995,Semi-Auto,6500,Petrol,145,36.7,2.0
audi, Q3,2017,20700,Manual,25201,Diesel,145,54.3,2.0
audi, Q3,2019,26995,Manual,1500,Petrol,145,42.2,1.5
audi, A1,2020,20495,Semi-Auto,1500,Petrol,145,44.8,1.5
audi, A4,2020,26995,Semi-Auto,1500,Petrol,145,42.2,2.0
audi, A1,2020,21495,Semi-Auto,1500,Petrol,145,44.8,1.0
audi, Q3,2017,18695,Semi-Auto,11307,Petrol,145,47.9,1.4
audi, A4,2018,18995,Manual,14912,Petrol,145,51.4,1.4
audi, A4,2018,20950,Semi-Auto,8022,Petrol,145,50.4,1.4
audi, Q3,2016,18498,Semi-Auto,12589,Petrol,145,47.9,1.4
audi, A4,2019,18698,Manual,2124,Petrol,145,41.5,2.0
audi, A5,2018,20310,Semi-Auto,14863,Petrol,145,53.3,1.4
audi, Q2,2017,20995,Semi-Auto,14920,Petrol,145,52.3,1.4
audi, A4,2017,22495,Semi-Auto,61008,Petrol,145,44.1,2.0
audi, Q3,2017,21995,Semi-Auto,43163,Diesel,145,51.4,2.0
audi, Q3,2019,27995,Semi-Auto,12460,Petrol,145,31.7,2.0
audi, A3,2018,19698,Semi-Auto,16354,Petrol,145,56.5,1.5
audi, A3,2019,21995,Manual,6500,Diesel,145,51.4,1.6
audi, Q2,2019,22495,Manual,6500,Diesel,145,47.9,1.6
audi, A1,2019,21995,Semi-Auto,6500,Petrol,145,40.9,2.0
audi, A4,2019,28995,Semi-Auto,5500,Petrol,145,40.9,2.0
audi, Q3,2019,26495,Manual,5000,Petrol,145,39.8,1.5
audi, A5,2019,29695,Manual,5500,Petrol,145,37.2,2.0
audi, A6,2019,29995,Semi-Auto,7500,Diesel,145,47.9,2.0
audi, Q3,2016,16490,Manual,38309,Diesel,145,52.3,2.0
audi, A6,2017,21800,Semi-Auto,26272,Diesel,145,58.9,2.0
audi, Q3,2016,17990,Manual,21421,Petrol,145,49.6,1.4
audi, A1,2017,14990,Semi-Auto,15660,Petrol,145,56.5,1.4
audi, A1,2018,16495,Manual,18199,Petrol,145,51.4,1.0
audi, Q2,2019,26995,Semi-Auto,3772,Petrol,145,33.2,2.0
audi, Q2,2019,28495,Semi-Auto,5000,Petrol,145,33.2,2.0
audi, A1,2019,23950,Semi-Auto,5000,Petrol,145,44.1,1.0
audi, A1,2017,11990,Manual,16038,Petrol,145,57.6,1.4
audi, Q2,2017,18401,Manual,16988,Petrol,145,50.4,1.4
audi, Q3,2015,15998,Manual,46784,Diesel,145,52.3,2.0
audi, Q3,2017,18298,Semi-Auto,26807,Petrol,145,47.9,1.4
audi, TT,2017,19252,Manual,14567,Petrol,145,47.1,1.8
audi, Q2,2019,20640,Manual,4199,Diesel,145,49.6,1.6
audi, Q3,2017,21250,Manual,3491,Petrol,145,49.6,1.4
audi, A4,2017,21990,Semi-Auto,25773,Petrol,145,43.5,2.0
audi, Q2,2019,23439,Manual,50,Petrol,145,43.5,1.5
audi, Q3,2017,18995,Manual,17867,Petrol,145,49.6,1.4
audi, A5,2019,25998,Semi-Auto,23,Petrol,145,40.4,2.0
audi, A3,2019,23300,Semi-Auto,10439,Petrol,145,41.5,1.5
audi, A4,2019,23995,Semi-Auto,1000,Petrol,145,38.7,2.0
audi, Q3,2019,37995,Semi-Auto,1500,Petrol,145,32.1,2.0
audi, TT,2019,47949,Semi-Auto,50,Petrol,145,30.1,2.5
audi, Q5,2020,36995,Semi-Auto,50,Diesel,145,38.2,2.0
audi, Q3,2020,27995,Manual,50,Diesel,145,42.2,2.0
audi, TT,2017,17599,Manual,6522,Petrol,145,47.1,1.8
audi, Q2,2017,17481,Semi-Auto,23496,Petrol,145,54.3,1.4
audi, A3,2019,18999,Semi-Auto,5800,Petrol,145,44.8,1.0
audi, Q2,2019,30075,Semi-Auto,5105,Petrol,145,33.2,2.0
audi, A1,2019,22453,Semi-Auto,11,Petrol,145,40.9,2.0
audi, A4,2019,27246,Automatic,2167,Diesel,145,47.9,2.0
audi, Q3,2017,25312,Semi-Auto,20323,Petrol,145,40.4,2.0
audi, Q5,2018,31962,Semi-Auto,17936,Petrol,145,40.4,2.0
audi, Q2,2017,16732,Manual,19171,Petrol,145,55.4,1.0
audi, A4,2018,20242,Semi-Auto,13219,Petrol,145,50.4,1.4
audi, Q5,2019,31395,Semi-Auto,2343,Diesel,145,39.2,2.0
audi, Q5,2019,31266,Semi-Auto,3409,Diesel,145,39.2,2.0
audi, Q3,2019,37400,Automatic,5342,Petrol,145,32.1,2.0
audi, Q5,2019,33800,Automatic,6447,Petrol,145,32.1,2.0
audi, A3,2019,22420,Manual,2301,Diesel,145,51.4,1.6
audi, A3,2019,21920,Manual,7154,Diesel,145,52.3,1.6
audi, Q3,2019,35866,Automatic,6698,Petrol,145,30.7,2.0
audi, Q5,2019,33236,Semi-Auto,4294,Diesel,145,38.2,2.0
audi, Q5,2019,31366,Semi-Auto,2574,Diesel,145,39.2,2.0
audi, Q5,2019,33415,Semi-Auto,3390,Diesel,145,38.2,2.0
audi, A1,2020,20990,Manual,3265,Petrol,145,47.9,1.0
audi, A5,2020,31690,Semi-Auto,3390,Diesel,145,50.4,2.0
audi, A3,2017,18998,Manual,14264,Petrol,145,54.3,1.5
audi, Q3,2019,28192,Semi-Auto,3161,Petrol,145,38.2,1.5
audi, Q5,2019,32732,Semi-Auto,7612,Diesel,145,38.2,2.0
audi, Q2,2019,20594,Manual,9160,Diesel,145,49.6,1.6
audi, Q3,2018,25572,Semi-Auto,17953,Petrol,145,40.4,2.0
audi, Q3,2020,26890,Manual,2574,Petrol,145,40.9,1.5
audi, Q3,2020,27690,Manual,3962,Diesel,145,42.8,2.0
audi, Q5,2019,34026,Semi-Auto,6756,Diesel,145,38.2,2.0
audi, Q5,2020,36890,Semi-Auto,3895,Diesel,145,38.2,2.0
audi, A6,2019,31880,Automatic,7050,Diesel,145,47.1,2.0
audi, Q3,2020,27690,Manual,990,Diesel,145,42.8,2.0
audi, Q2,2017,18552,Semi-Auto,26500,Petrol,145,54.3,1.4
audi, Q3,2018,23690,Semi-Auto,29933,Petrol,145,40.4,2.0
audi, A5,2019,25510,Automatic,12668,Diesel,145,51.4,2.0
audi, A5,2020,31690,Semi-Auto,3360,Diesel,145,50.4,2.0
audi, A4,2019,29920,Semi-Auto,5664,Petrol,145,35.8,2.0
audi, Q2,2019,21294,Semi-Auto,11113,Diesel,145,47.9,1.6
audi, Q3,2019,28676,Automatic,2788,Petrol,145,38.2,1.5
audi, Q5,2020,34890,Automatic,4521,Diesel,145,38.2,2.0
audi, Q3,2017,17259,Manual,19297,Petrol,145,51.4,1.4
audi, Q2,2019,31490,Semi-Auto,2100,Petrol,145,31.4,2.0
audi, Q3,2018,22941,Semi-Auto,6000,Diesel,145,53.3,2.0
audi, A4,2018,17990,Manual,14893,Petrol,145,50.4,1.4
audi, A4,2018,18688,Semi-Auto,43525,Petrol,145,50.4,2.0
audi, A4,2019,27695,Semi-Auto,1666,Diesel,145,47.9,2.0
audi, Q3,2019,25636,Semi-Auto,15571,Diesel,145,48.7,2.0
audi, A3,2019,28566,Semi-Auto,8564,Petrol,145,34.9,2.0
audi, A3,2019,18160,Semi-Auto,11558,Diesel,145,52.3,1.6
audi, Q2,2019,18380,Manual,12140,Diesel,145,47.9,1.6
audi, A4,2019,24720,Semi-Auto,20300,Diesel,145,50.4,2.0
audi, A5,2019,31600,Automatic,12844,Diesel,145,48.7,2.0
audi, A3,2019,32890,Semi-Auto,3653,Petrol,145,33.2,2.0
audi, A5,2020,27890,Semi-Auto,3532,Diesel,145,51.4,2.0
audi, Q2,2019,25490,Semi-Auto,4757,Diesel,145,47.9,2.0
audi, A4,2019,26980,Automatic,7396,Diesel,145,47.1,2.0
audi, Q2,2017,20479,Semi-Auto,10894,Petrol,145,52.3,1.4
audi, Q3,2015,14490,Semi-Auto,57800,Diesel,145,54.3,2.0
audi, A1,2017,11490,Manual,14960,Petrol,145,57.6,1.4
audi, Q2,2019,22490,Manual,8752,Petrol,145,39.2,1.5
audi, Q3,2017,20998,Semi-Auto,9997,Petrol,145,47.9,1.4
audi, Q3,2016,16798,Manual,31516,Diesel,145,55.4,2.0
audi, Q3,2016,17798,Semi-Auto,29777,Petrol,145,47.9,1.4
audi, Q2,2017,20495,Semi-Auto,10000,Diesel,145,58.9,2.0
audi, A3,2017,19995,Manual,12000,Petrol,145,58.9,1.4
audi, Q3,2017,18998,Semi-Auto,9347,Petrol,145,47.9,1.4
audi, A4,2019,18998,Manual,5790,Petrol,145,41.5,2.0
audi, A4,2018,18500,Manual,15091,Petrol,145,52.3,1.4
audi, A6,2019,28750,Automatic,5500,Diesel,145,50.4,2.0
audi, Q3,2017,19998,Manual,12891,Petrol,145,49.6,1.4
audi, Q3,2016,19298,Manual,10146,Diesel,145,52.3,2.0
audi, A4,2017,14980,Manual,30000,Petrol,145,50.4,2.0
audi, A4,2016,15995,Manual,19912,Petrol,145,51.4,1.4
audi, A4,2019,23350,Manual,6936,Petrol,145,39.2,2.0
audi, A3,2019,30796,Semi-Auto,6806,Petrol,145,34.9,2.0
audi, A4,2019,24436,Manual,2416,Petrol,145,38.7,2.0
audi, A3,2019,22230,Semi-Auto,16161,Diesel,145,52.3,1.6
audi, Q2,2019,23991,Semi-Auto,9256,Diesel,145,46.3,1.6
audi, Q2,2017,20620,Manual,11340,Petrol,145,50.4,1.4
audi, A3,2018,20971,Semi-Auto,22604,Petrol,145,56.5,1.5
